,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,latitude,longitude,geometry,index_right,boro_code,boro_name,county_fip,ntacode,ntaname,shape_area,shape_leng
10,Pb5WVn8D5Xj26zpc9PutUw,wanpo-tea-shop-new-york-3,Wanpo Tea Shop,https://s3-media2.fl.yelpcdn.com/bphoto/nGx1QxvVklgMWmq9rRLjcg/o.jpg,False,https://www.yelp.com/biz/wanpo-tea-shop-new-york-3?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,30,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,"{'latitude': 40.73155209065394, 'longitude': -73.9941602}","['pickup', 'delivery']",$$,"{'address1': '37 E 8th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['37 E 8th St', 'New York, NY 10003']}",12129958349.0,(212) 995-8349,2903.009527015842,40.73155209065394,-73.9941602,POINT (-73.9941602 40.73155209065394),140,1.0,Manhattan,061,MN23,West Village,24970650.3987,28621.6504574
11,dT7WPM_9VrnqRfCZBkIvBw,moge-tee-brooklyn-6,Moge Tee,https://s3-media1.fl.yelpcdn.com/bphoto/cueNHY8Xchpr8UJpbQZunA/o.jpg,False,https://www.yelp.com/biz/moge-tee-brooklyn-6?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,19,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 40.69195, 'longitude': -73.98641}","['pickup', 'delivery']",$$,"{'address1': '140 Lawrence St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['140 Lawrence St', 'Brooklyn, NY 11201']}",19293970157.0,(929) 397-0157,1637.6788426525698,40.69195,-73.98641,POINT (-73.98641 40.69195),173,3.0,Brooklyn,047,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,28476436.5627,32542.6913079
12,jYjJNB9qlmd6dbYZBaDjfw,biao-sugar-new-york,Biao Sugar,https://s3-media1.fl.yelpcdn.com/bphoto/po7snPvH4IfGQH5hM3NcRQ/o.jpg,False,https://www.yelp.com/biz/biao-sugar-new-york?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,305,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 40.748280071327144, 'longitude': -73.98845807259094}","['pickup', 'delivery']",$$,"{'address1': '1271 Broadway', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['1271 Broadway', 'New York, NY 10001']}",13476301794.0,(347) 630-1794,4788.365517898087,40.74828007132714,-73.98845807259094,POINT (-73.98845807259094 40.74828007132714),3,1.0,Manhattan,061,MN17,Midtown-Midtown South,30191534.2409,27032.7003748
13,uqzVqsDfrsH2mWVGn_yOSQ,patea-new-york-3,PaTea,https://s3-media1.fl.yelpcdn.com/bphoto/ZWZWMvzj9mlAtnz-VnC7Aw/o.jpg,False,https://www.yelp.com/biz/patea-new-york-3?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,252,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'tea', 'title': 'Tea Rooms'}]",4.5,"{'latitude': 40.73306, 'longitude': -73.98589}","['pickup', 'delivery']",$,"{'address1': '227 E 14th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['227 E 14th St', 'New York, NY 10003']}",19178622691.0,(917) 862-2691,3147.078265276075,40.73306,-73.98589,POINT (-73.98589 40.73306),32,1.0,Manhattan,061,MN21,Gramercy,7526916.19479,12096.8911483
14,i2ujJczPPvavM7YrFqFl6A,hawa-smoothies-and-bubble-tea-brooklyn-3,Hawa Smoothies & Bubble Tea,https://s3-media2.fl.yelpcdn.com/bphoto/9PS64jeaHgDcoimkk0qReQ/o.jpg,False,https://www.yelp.com/biz/hawa-smoothies-and-bubble-tea-brooklyn-3?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,44,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 40.7086323296893, 'longitude': -73.9579670503736}","['pickup', 'delivery']",$,"{'address1': '295 Broadway', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['295 Broadway', 'Brooklyn, NY 11211']}",19293379437.0,(929) 337-9437,3082.4381913091493,40.7086323296893,-73.9579670503736,POINT (-73.9579670503736 40.7086323296893),145,3.0,Brooklyn,047,BK73,North Side-South Side,28862270.5457,28155.6140432
15,KnyqjLG2x2VUToEzeVfFFA,the-alley-new-york-2,The Alley,https://s3-media3.fl.yelpcdn.com/bphoto/iv7OX86KYxWscAaciNUE9g/o.jpg,False,https://www.yelp.com/biz/the-alley-new-york-2?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,229,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 40.7293166, 'longitude': -73.991037}","['pickup', 'delivery']",$,"{'address1': '68 Cooper Sq', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['68 Cooper Sq', 'New York, NY 10003']}",12122288882.0,(212) 228-8882,2699.647482153852,40.7293166,-73.991037,POINT (-73.991037 40.7293166),140,1.0,Manhattan,061,MN23,West Village,24970650.3987,28621.6504574
16,DbhBca8LzskjS0B-L4QfZg,tiger-sugar-new-york,tigersugar,https://s3-media3.fl.yelpcdn.com/bphoto/5wNVyjw-BlZ2nihTu4052g/o.jpg,False,https://www.yelp.com/biz/tiger-sugar-new-york?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,515,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 40.717891007822274, 'longitude': -73.99977985007176}","['pickup', 'delivery']",$,"{'address1': '197 Canal St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['197 Canal St', 'New York, NY 10013']}",16465906299.0,(646) 590-6299,1459.165482684626,40.717891007822274,-73.99977985007176,POINT (-73.99977985007176 40.717891007822274),94,1.0,Manhattan,061,MN24,SoHo-TriBeCa-Civic Center-Little Italy,25032679.7103,26855.0315275
17,3Sm0BAPqrV-Q1A_FGWlEhQ,chun-yang-tea-brooklyn-2,Chun Yang Tea,https://s3-media4.fl.yelpcdn.com/bphoto/0rz5NSuBiIMM9icQRVANFA/o.jpg,False,https://www.yelp.com/biz/chun-yang-tea-brooklyn-2?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,43,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 40.635287580962945, 'longitude': -74.01015583152032}","['pickup', 'delivery']",,"{'address1': '6016 8th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11220', 'country': 'US', 'state': 'NY', 'display_address': ['6016 8th Ave', 'Brooklyn, NY 11220']}",13155223682.0,(315) 522-3682,7915.006385089127,40.63528758096295,-74.01015583152032,POINT (-74.01015583152032 40.63528758096295),150,3.0,Brooklyn,047,BK34,Sunset Park East,27110066.2118,25901.8259108
18,aUgI5v2SUJWlCBymlREmzQ,mochinut-east-village-new-york-3,Mochinut - East Village,https://s3-media4.fl.yelpcdn.com/bphoto/7nuR8E-VNnV_004fwAYWLA/o.jpg,False,https://www.yelp.com/biz/mochinut-east-village-new-york-3?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,49,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,"{'latitude': 40.72821, 'longitude': -73.98774}","['pickup', 'delivery']",$$,"{'address1': '124 2nd Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['124 2nd Ave', 'New York, NY 10003']}",19172617080.0,(917) 261-7080,2586.1186316666776,40.72821,-73.98774,POINT (-73.98774 40.72821),139,1.0,Manhattan,061,MN22,East Village,10894242.634,13555.2320945
19,RE2CIXCaVtN9H9KruYNRvg,yomies-rice-x-yogurt-flushing,Yomie's Rice X Yogurt,https://s3-media3.fl.yelpcdn.com/bphoto/ce5vcsfpFqQ8vgsWcTY6kA/o.jpg,False,https://www.yelp.com/biz/yomies-rice-x-yogurt-flushing?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,46,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",4.5,"{'latitude': 40.759186526090566, 'longitude': -73.8309482}","['pickup', 'delivery']",$$,"{'address1': '135-28 Roosevelt Ave', 'address2': 'Unit B', 'address3': None, 'city': 'Flushing', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['135-28 Roosevelt Ave', 'Unit B', 'Flushing, NY 11354']}",13473686235.0,(347) 368-6235,15004.705408818842,40.759186526090566,-73.8309482,POINT (-73.8309482 40.759186526090566),155,4.0,Queens,081,QN22,Flushing,37864244.6349,38368.0678904
20,Cml6xpr5GNhC_xI6iinHFw,dragon-tea-new-york-3,Dragon Tea,https://s3-media4.fl.yelpcdn.com/bphoto/vZplBGuwpAdZd4rDGrHeOg/o.jpg,False,https://www.yelp.com/biz/dragon-tea-new-york-3?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,104,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 40.70853, 'longitude': -74.013628}","['pickup', 'delivery']",$$,"{'address1': '106 Greenwich St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['106 Greenwich St', 'New York, NY 10006']}",16464787787.0,(646) 478-7787,1663.255414189625,40.70853,-74.013628,POINT (-74.013628 40.70853),95,1.0,Manhattan,061,MN25,Battery Park City-Lower Manhattan,19012454.1471,43732.562268
21,8Dz29Be1VJiTuDrcuyKfcQ,möge-tee-brooklyn-8,Möge Tee,https://s3-media3.fl.yelpcdn.com/bphoto/NSBCBHRqLprYyAFbl5pEug/o.jpg,False,https://www.yelp.com/biz/m%C3%B6ge-tee-brooklyn-8?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,8,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'tea', 'title': 'Tea Rooms'}]",5.0,"{'latitude': 40.7174555, 'longitude': -73.9617981}","['pickup', 'delivery']",,"{'address1': '76 N 4th St', 'address2': 'Ste B', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['76 N 4th St', 'Ste B', 'Brooklyn, NY 11249']}",16315612988.0,(631) 561-2988,3047.1484412278264,40.7174555,-73.9617981,POINT (-73.9617981 40.7174555),145,3.0,Brooklyn,047,BK73,North Side-South Side,28862270.5457,28155.6140432
22,YVfmHNQMFwOiS52niAQajA,surreal-creamery-new-york-2,Surreal Creamery,https://s3-media3.fl.yelpcdn.com/bphoto/ZJpWOpSLj9N9batJC4bZTA/o.jpg,False,https://www.yelp.com/biz/surreal-creamery-new-york-2?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,326,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,"{'latitude': 40.742016, 'longitude': -73.977582}","['pickup', 'delivery']",$$,"{'address1': '538 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['538 2nd Ave', 'New York, NY 10016']}",16465903575.0,(646) 590-3575,4303.215953917735,40.742016,-73.977582,POINT (-73.977582 40.742016),176,1.0,Manhattan,061,MN20,Murray Hill-Kips Bay,14452257.7153,23270.8173425
23,g-K9RFraEyOoY3IgszBCeQ,teazzi-tea-shop-new-york,Teazzi Tea Shop,https://s3-media2.fl.yelpcdn.com/bphoto/oRPgKtWWDqJ7yN4IhFbF8Q/o.jpg,False,https://www.yelp.com/biz/teazzi-tea-shop-new-york?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,155,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'tea', 'title': 'Tea Rooms'}]",4.0,"{'latitude': 40.7371, 'longitude': -73.99582}","['pickup', 'delivery']",,"{'address1': '47 W 14th St', 'address2': 'Ste 3', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['47 W 14th St', 'Ste 3', 'New York, NY 10011']}",19172681999.0,(917) 268-1999,3539.121874712469,40.7371,-73.99582,POINT (-73.99582 40.7371),70,1.0,Manhattan,061,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,37056587.9993,45490.581056
24,rIffjoP3a6ra0J-CDX_BNQ,machi-machi-new-york,Machi Machi,https://s3-media2.fl.yelpcdn.com/bphoto/u2l_JP-qqYJSjKS6GWohHA/o.jpg,False,https://www.yelp.com/biz/machi-machi-new-york?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,259,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",3.5,"{'latitude': 40.748008, 'longitude': -73.986959}",['delivery'],$$$$,"{'address1': '33 W 32nd St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['33 W 32nd St', 'New York, NY 10001']}",12122449444.0,(212) 244-9444,4774.349011155922,40.748008,-73.986959,POINT (-73.986959 40.748008),3,1.0,Manhattan,061,MN17,Midtown-Midtown South,30191534.2409,27032.7003748
25,nndSS7va9wFlBYzA3zv1nw,ojbk-tea-shop-brooklyn-2,OJBK Tea Shop,https://s3-media1.fl.yelpcdn.com/bphoto/TOjiM7ynIGNbwGm0DCGTmA/o.jpg,False,https://www.yelp.com/biz/ojbk-tea-shop-brooklyn-2?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,26,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,"{'latitude': 40.69395, 'longitude': -73.96369}","['pickup', 'delivery']",$,"{'address1': '525 Myrtle Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11205', 'country': 'US', 'state': 'NY', 'display_address': ['525 Myrtle Ave', 'Brooklyn, NY 11205']}",17185763047.0,(718) 576-3047,2879.9270014359204,40.69395,-73.96369,POINT (-73.96369 40.69395),6,3.0,Brooklyn,047,BK69,Clinton Hill,20528197.0577,23971.4662361
